,text,sentiment
1972,"@afrkml sy insomnia sejak kena covid omicron kemarin jdnya long covid,sebelumnya thn lalu kena delta, dan skrg hrs minum obat tidur/obat penenang baru bs tdr . Menderita bgt trus anxienya sering kambuh dan tambah jd depresi krn gak sembuh2 jg dan hrs ketergantungan obat.",-29
1973,"Tetep patuhi PPKM
Gak boleh lengah ya gaes
PROKES IS NUMBER ONE
Subvarian omicron baru masih merajalela

#LawanVarianBaru https://t.co/rTcCOQ5wF6",4
1974,"Antisipasi masuknya virus omicron yang berasal dari luar Korea Utara, pemerintah Korea Utara larang keras warga negara asing, masuk ke wilayah mereka, termasuk turis asal China dan Russia, yang merupakan sekutu terdekat Korea Utara, sejak dulu.Korea Utara darurat Covid-19",-10
1975,"tadi ga sengaja baca, katanya covid varian omicron naik lagi ya.. untung kemarin nyetok vitamin untuk kakak dan adek.. vit ini bagus deh mengandung DHA dan ada vit D nya juga.. kakak dan adek paling suka rasa blackcurrent https://t.co/fHHvVzhcKK",12
1976,@mgerlyba omicron b2 babi ini mah fix,-4
1977,"[FUN FACT]

Berdasarkan data Kemenkes RI, subvarian Omicron BA.4 dan BA.5 terdeteksi pada delapan orang, kini diyakini memicu kembalinya kenaikan kasus COVID-19 di Indonesia. 
Lalu, bagaimana sih gejala omicron subvarian BA.4 dan BA.5 ini?
  
Yuk simak informasi berikut!✨ https://t.co/wimoJQZj1S",13
1978,"Saya cm jaga2 aja, ga ikutan lepas masker. Tempo hari setelah makan bareng di suatu resto malah kena omicron.
Mudah2an semua jamaah diberikan kesehatan dan keselamatan. https://t.co/RsvfMBXYk2",13
1979,"Epidemiolog ingatkan untuk tetap menerapkan Prokes 3M untuk menekan penyebaran subvarian Omicron. Karena walaupun tidak bergejala atau ringan, orang yang terkena masih bisa menularkan.

#merahputihcom #coronavirus #prokes #omicronBA

https://t.co/T75DVJJ9Ls",-6
1980,"@cheatizxn Saran saya, segera tes PCR setelah itu beli obat omicron atau vaksin lagi 🥹",1
1981,"Kasus harian Covid-19 di Indonesia semakin mengkhawatirkan, menteri keuangan Sri Mulyani Indrawati,di kabarkan akan menambah anggaran untuk penanganan Covid-19 di Indonesia yang semakin hari semakin bertambah banyak jumlah kasus baru Covid-19 di Indonesia, terutama omicron.",5
1982,"@TitiRusdi Gejalanya apakah sama seperti omicron sebelumnya ya? Takut soalnya sekarang lagi gaenak tenggorokan, kayak ada lendir yg ngga mau keluar. 😢",-2
1983,"@SelinAprilia2 Munculnya subvarian omicron BA.4 dan BA.5 membuat berbagai negara di dunia mengalami kenaikan kasus, namun Menkes menyebut bahwa tingkat kenaikan kasus, hospitalisasi, dan angka kematian yang jauh lebih rendah dari varian Omicron awal. IKN Sejahterakan Negeri",4
1984,"Sukseskan vaksinasi booster, bersama cegah virus omicron https://t.co/inujKUO8ze",5
1985,"@NarasiNewsroom Masih ada omicron..
Kirain udh jd megatron 😅",0
1986,jangan lupa tetap patuhi protokol kesehatann untuk menghindari penyebaran virus omicron varian baru !!,6
1987,"Bulan lalu bilang sama manager kalo kasus covid19 trendnya bakal meningkat di indo karna tau china waktu itu lockdown total varian omicron dan dia ga percaya, eh bener kan sekarang kasusnya naik 🙃 #staysafe #COVID19",-1
1988,omicron udh naik belum juga nonton konser,0
1989,"@mac_bull @mjpty58 @StopPlandemit Sama sy sekeluarga di mulai dr anak yg plg sekolah kehujanan, sekeluarga kn gejala nya sm yg mrk blg omicron, sekeluarga km gak ada yg keklinik km cmn istirahat, mkn yg sehat, dan minum paracetamol, serta vitamin, buah lemon, madu dan wedang uwuh, Alhamdulillah 5hr sembuh semua.",23
1990,"@dcexaminer omicron di amerika bagiku tanda yang jelas....
secara statistik sulit aku menyangkal....
selanjutnya apalagi....?",1
1991,Nangisssss bgt rasanya sakit tp ngga berdarah 😭😭😭 ini bingkisan dari rekan kerja suamik krn waktu itu kita sekeluarga kena omicron tp baru rusak bbrp hr yg lalu dibagian pelat ultrasoniknya jd gabs dipake mana itu segelan garansinya udh kebuka 💔💔💔 https://t.co/c2X6rPDr3t,6
1992,"Perhimpunan dokter paru Indonesia menegaskan bahwa omicron varian BA.4 dan BA.5 lebih cepat menular dan kebal terhadap semua jenis vaksin Covid-19.PDPI meminta masyarakat untuk tetap memakai masker selama berada di luar ruangan, virus ini lebih menyerang sistem pernapasan atas.",-7
1993,"Kasus harian Covid-19 di Inggris kembali mengalami peningkatan jumlah kasus.adanya varian omicron BA.4 dan BA.5 di Inggris, menyebabkan terjadinya lonjakan kasus baru Covid-19 varian omicron di negara tersebut.kementerian kesehatan Inggris minta warga untuk kembali pakai masker",13
1994,"Adanya varian omicron BA.4 dan BA.5 di Indonesia, membuat satgas Covid-19 sangat khawatir.ada kemungkinan besar tingkat level PPKM yang saat ini sudah level 1 di sejumlah daerah di Indonesia, akan naik menjadi level 2,DKI Jakarta sumbang 663 kasus baru Covid-19 di Indonesia",-1
1995,"Direktur teknis badan kesehatan dunia who, dokter Maria Van kherkove menyatakan bahwa varian omicron BA.4 dan BA.5 tidak mematikan seperti halnya omicron varian Delta, namun tingkat penularannya sangat cepat, Indonesia laporkan 20 kasus varian omicron BA.4 dan BA.5",5
1996,@detikcom katanya omicron wkwkkw jualan vaksin gak laku,5
1997,ini kasus omicron di indo naik ya aduh takut bgt smpe svt gajadi dateng huhuhu :((,-3
1998,Apaan sih jir bolak balik omicron,-4
1999,"Muncul lagi nih omicron varian baru

siaga apa nih yang kudu dilakukan

#radionightshow",2
2000,Penyebaran subvarian Omicron BA.4 dan BA.5 menjadi salah satu penyebab terjadinya kenaikan kasus Covid-19 di Tangerang. #subvarianomicron https://t.co/KBsHaREebn,-6
2001,"jan : taun baru
feb : awal awal ptm full
mar : pjj lagi grgr omicron
apr : puasa &amp; momen ter++ pas acara sekolah 
mei : lebaran + ultah gweh yg b aja si sbnrnya
june : PAT

sbnrnya flat semua gaada apa apa tapi aku senang https://t.co/Q6xYNY3RVB",9
2002,UAS belom kelar tp positif omicron disertai gejala berat. Mantab ugm_fess,9
2003,"@convomfs jan : nonton smtown
feb : sekeluarga kena omicron
mar : badan drop gara"" latihan buat acara sekolah
apr : main sama sahabat smp &amp; bukber kelas
may : izin pulang sekolah duluan gara"" mau ngurus surat magang bareng temen
jun : ngerjain banyak tugas sampe begadang",-11
2004,"Kementerian kesehatan RI melalui juru bicaranya menyatakan bahwa saat ini sudah ada 20 kasus baru Covid-19 varian omicron BA.4 dan BA.5 di Indonesia, kementerian kesehatan RI meminta masyarakat untuk tetap mematuhi peraturan protokol kesehatan dan tetap memakai maskernya",21
2005,"@NarasiNewsroom PSBB PPKM dan omicron yg di thn 2022 bln 2-3 Polusi udara PM 2,5 level nyaa di atas 100 ???
Ini pertanda apa? Msh mau salahkan kendaraan bermotor ?? Gak sekolah dan gak riset nihh si sang ahli 👎🏻",-14
2006,Penurunan kekebalan juga tampak pada penyintas omicron yang sudah divaksinasi. https://t.co/G0p29Jncer,-5
2007,"Smash News - Subvarian Omicron BA.4 dan BA.5 memiliki kemampuan menurunkan kemampuan terhadap terapi antibodi monoklonal dan immune escape,
#smashnews #beritaterbaru #kabarterkini #virus #omicron #COVID19 #vaksin
https://t.co/TvPtIU5zBm https://t.co/e2JePUuwSd",4
2008,@txtdaribandung Naon omicron teh? Teu usum didieu mah,0
2009,"@convomfs jan : ak dilema rantau ke jkt/ga
feb : keluar kerja, siap brgkat ke jkt malah kena omicron
mar : temu doi di sby, akhir bln finally ke jkt
apr : kapok tinggal sm tante di jkt, tp seneng 2x date garibet ldr
may : pulang, lebaran, mulai jualan sm ibuk
jun : otw annniv ldr lagi :)",-9
2010,"iki omicron wes sampe sub-varian dan mamaku sampe saiki durung vaksin blas, aku wes embohhhh gak ngerti kudu ngecebret opo maneh 😩",3
2011,"Stay safe, omicron sedang dipersiapkan untuk comeback😂",-1
2012,"@convomfs 💭 things u remember from 2022? 

jan : gue mutusin resign dari tempat yg bikin stress banget tp syukurnya dpt tempat intern buat berkembang
feb : kena omicron
mar : excited abis dapet interview
apr : intern lagi 
may : daftar bumn
jun : sedih karena masta out 😭",-1
2013,"Terjadi kenaikan kasus COVID-19 dalam beberapa pekan terakhir. Menkes perkirakan puncak subvarian omicron akan terjadi pada Juli 2022.

#merahputihcom #omicron #menkes #pandemi

https://t.co/DXbGuwOnAM",-2
2014,"Jerman kembali umumkan gelombang kasus baru Covid-19 varian omicron di negaranya.kasus omicron varian baru BA.4 dan BA.5 di Jerman terus mengalami peningkatan.kanselir Jerman kembali mewajibkan warganya untuk memakai masker selama berada di luar ruangan, termasuk selama bekerja",2
2015,"@convomfs 💭 things u remember from 2022? 

jan : tangan keseleo
feb : kena covid omicron
mar : kakek meninggal
apr : ada kejadian yg buruk yg gapernah gw lupain 
may : lebaran (tapi keluarga uda byk yg gak ada + lagi pada perang dingin) 
jun : classmeett + tanggal 26 ultah 😀",-3
2016,"Jerman kembali umumkan gelombang kasus baru Covid-19 varian omicron di negaranya.kabar terbaru, kanselir Jerman Olaf Scholz kembali mewajibkan warganya untuk memakai masker selama berada di tempat publik seperti Mall dan restoran.rumah sakit di Jerman kembali membludak.",0
2017,"Parah si, temen aku belum vaksin 3, cuma dia doang, terus dia sakit, yg bikin parah temen-temen kompakan goda bilang itu omicron b4 B5 wkwk terus anaknya besok mo vaksin, ya gabisa lah kan dia sedang mriyang sesuai ciri-ciri hihi kocak si tapi kasian",-20
2018,"jan : masuk asrama tuk pertama kalinya waktu SMA
feb : pulang dari asrama gara"" omicron
mar : ultahku
apr : ga inget
may : first time nonton bioskop malem"", masuk asrama lagi
jun : ikut lomba classmeet, pulang dari asrama https://t.co/5lJpwKEO6O",1
2019,"Kanselir Jerman Olaf Scholz serukan warganya untuk kembali memakai masker mereka, negara bapak Adolf Hitler tersebut, kembali mengalami peningkatan jumlah kasus baru Covid-19 varian omicron dan menyebabkan jutaan warga harus kembali memakai masker selama beraktivitas.",15
2020,"Dubes RI untuk Jerman membenarkan bahwa Jerman, kembali mengalami peningkatan jumlah kasus baru Covid-19 varian omicron,dan membuat jutaan warga Jerman, kembali memakai masker selama berada di ruang publik, termasuk selama berada di dalam transportasi umum dan Mall.",14
2021,"Breaking news.
Kanselir Jerman Olaf Scholz kembali mewajibkan warganya untuk kembali memakai masker selama berada di luar ruangan termasuk selama bekerja di kantor atau tempat pekerjaan mereka, Jerman kembali mengalami peningkatan jumlah kasus baru Covid-19 varian omicron.",3
2022,"Katanya Menko Luhut larang lansia keluar rumah selama sebulan. Hoaks bukan ya? Coba kita tanya Stefani Ginting yuk.

Ingat, saring dulu sebelum sharing!

#viral #luhut #luhutbinsarpandjaitan #menkomarves #lansia #updatecovid19 #omicron #hoax #hoaks #beritahoaks #fakta https://t.co/VOYA5xSbS5",-9
2023,"Walaupun demikian tidak ada indikasi kedua subvarian ini menyebabkan kesakitan lebih parah dibandingkan varian omicron lain. 

Berbagai informasi mengenai COVID-19 tersedia di https://t.co/rtD9wiwPgl dan https://t.co/bqhYY2RSsd",1
2024,"@convomfs jan : pls ny lama bgt 3 minggu
feb : belajar cuman 2 minggu+omicron naik
mar : ujian kompre alias lisan
apr : mentor sebulan full krn ramadan
may : ujian sekolah
jun : graduation n ppdb sma",5
2025,"[UPDATE] Covid-19 di Indonesia per 16 Juni 2022, Kasus Positif Meningkat 1.173 dalam Sehari!

https://t.co/1Q7jhVzupo 

#update #kasus #jumlah #pasien #positif #meninggal #dunia #sembuh #pemerintah #virus #corona #omicron #delta #covid19 #indonesia #prmn #pikiranrakyat",13
2026,Sebanyak tiga anak terkonfirmasi terinfeksi varian omicron BA.4 dan BA.5. https://t.co/RQIaCHLftt,1
2027,Udah ngeikhlasin voucher refund flight (yg dikiranya expired sejak taun lalu) yg taunya expirednya masih bulan depan rasanya kaya nemu duit 10rb di kantong celana yg abis dicuci. Tapi kok ya di saat2 varian baru omicron sedang menanjak😑😑😑😑,6
2028,"lak aku temenan kena omicron maneh, gak lucu se",-8
2029,Awas pak bilang omicron tidak berbahaya nanti para pebisnis PCR dan FUCKSIN sakit hati pak.yg membuat covad covid itu berbahaya karena ulah para pebisnis biadab itu supaya bisnis PCR serta FUCKSIN nya lancar.. https://t.co/mWB6cn0f9l,23
2030,"@convomfs Bukan bermaksud nakutin, kemaren juga baca ada yang kena sub varian omicron ini ada gejala sesak nafas dan dia belum booster.

Jadi yang udah bisa booster, kalau bisa jangan ditunda-tunda, ya. Lindungin diri sendiri dan orang sekitar.",-2
2031,"Mendung saja belum tentu hujan.
tapi gelombang omicron bisa diperkirakan. https://t.co/RGRJfjaiz5",-2
2032,"Jane omicron mlebu we ki, lewate ngndi to biyangane",0
2033,@txtdaribandung Virus mah tepi iraha wae ge moal leungit. Kan ke ge flu atawa pilek teh disebut omicron. Fluu nu saacan COVID-19 teh kan baheulana kurut flu spanyol.,-10
2034,@txtdaribandung Laina udah omicron th?,0
2035,@Mahalinidisini Padahal si covid uda di jemput ama Omnya..Alias omicron..tp masih aja ngeyelll😂😂✌️✌️,0
2036,"@the_omicron Sama - sama, Kak Dida. Senang mendengar kabar baiknya. Selamat menikmati layanan IndiHome dengan nyaman, ya. -Lesta",19
2037,"@the_omicron Kak Dida, koneksi wifi nya sudah Ersad refresh dari sistem ya Kak dan bisa cek berkala. Terima kasih.  -Ersad",0
2038,masa ada varian baru omicron trs kapan ak bisa nonton konser nct dream,1
2039,"terkait omicron 
https://t.co/r81fxGYXeK",-3
2040,"@nesstandjung @Uje_pilianggo @taharudddin Hahahahaha...HAH??😱

Virus plang plong lebih dahsyat penularannya dibanding omicron ternyata🤣🤣",4
2041,"Puncak kasus Covid-19 Omicron varian baru BA.4 dan BA.5 diperkirakan maksimum hanya akan mencapai 25.000 kasus per hari. 
#omicronBA #Omicron 
@airlangga_hrt 
https://t.co/c0lRPIc5D6",2
2042,@WongAlasRoban 😅😅 alhamdulillah... prnh positive omicron.,5
2043,"@the_omicron Halo, Kak Dida. Dhia cek koneksi pada nomor Internet ***55 terpantau kurang optimal dan guna mengoptimalkan kembali, Dhia akan bantu refresh jaringan melalui sistem namun nantinya koneksi... https://t.co/8CulclxL46",7
2044,Pastikan sudah vaksinasi booster kurangi resiko terpapar virus omicron https://t.co/IQhdSk4xgA,-3
2045,"jan : sekolah dan nugas
feb : omicron dan menggabut
mar : uprak &amp; ujian bikin pusing pt.1
apr : bukber dimana2 + uprak bikin pusing pt.2
mei : lebaran,maen ke rumah saudara
jun : rebahan,nonton https://t.co/rp1OidLa9J",3
2046,Kontolodon adalah virus baru turunan dari omicron yg bisa membuatmu gendut selama 9 bulan.,-1
2047,"@CNNIndonesia Ko tau ya omicron datang dibuln juli...ktauan tipu"" bisnisnya😄",-2
2048,"Udah pada tau belom Coy? Subvarian omicron BA.4 &amp; BA.5 udah mulai masuk Indonesia. Walaupun kasus kembali naik, tapi jangan langsung panik ya!

Yuk, buruan vaksin booster buat yang belom dan jaga prokes jangan sampai kendor, Coy! Pastiin juga minum SD C-1000 buat #JagainImunKamu https://t.co/kxpp89MTrY",-3
2049,"@kinniku_man @detikcom Oiya sorry. Kebalik ya. Delta tinggi, omicron justru terkendali. Thankyou dikoreksi 🙏🏻",-2
2050,@vanixxla Apakah omicron lagi? Capek bgt gue kena covid mulu,-1
2051,"@Yeon__Z Gatau bang , tp kalo liat di portal” berita ada subvarian omicron dan udah masuk jkt ya maklum ibu kota pusat bisnis dan pemerintahan like u know laaa",6
2052,Udah cut off merch dr awal tahun tp uangnya di buat foya2 WKWKWK suka nyesel dan kesel banget ingetnya gak kepikiran seventeen bakal konser kesni karna awal tahun covid omicron lg jor joran bgt beritanya jd ya gak di tabungin😫,-1
2053,Udah banyak lg yg berobat keluhannya seperti omicron kemarin donggggg😌,-3
2054,Masak iya kena omicron lagi,-1
2055,"Babeh gw gak gini😭😭
Kejadian pas gw sma emak ambruk gegara omicron kemaren. Emak gw sakit, gw juga. Omicron tuh gak enak banget walaupun masih bisa ngapa²in.

Ceritanya emak gw sakit, gw yg beberes rumah, masak, nyuci, nyetrika😭😭. Padahal sma sma sakit-- https://t.co/4PxE9iFzb3",-14
2056,"@convomfs jan : daftar snmptn, yakin banget bisa lulus
feb : omicron
mar : us, ga lulus snmptn
apr : ramadhan, mudik, belajar sbmptn mati-matian
may : lebaran, utbk
jun : lulus sma, lulus sbmptn (aamiin..)",32
2057,"╭───────༺♡🇲🇨༻────────╮

Subvarian omicron terdeteksi

Pemerintah imbau Masyarakat tetap waspada

╰───────༺🇲🇨♡༻────────╯
#LangkahDukungKemajuanRI
#LangkahDukungKemajuanRI https://t.co/eKWrGTXlSL",3
2058,"@convomfs jan : persiapan ukk
feb : doi nyelir, gue kena omicron
mar : ukk
apr : ujian lagiiii
may : awal kerja
jun : nunggu panggilan interview 🥺",1
2059,Tolong donk para ahli. Seberapa berbahayanya omicron ini bagi orang yang sudah vaksin? Masih seperti dulu atau sudah semakin melemah virusnya? https://t.co/HZwCeHJ1Rp,-8
2060,@Robert_Piliang Yg nambah malah omicron....🤦🏻‍♂️,0
2061,"@gulagarembata @detikcom waktu delta yg parah mas bro, sampai RS oada oenuh, omicron yg rada aman krn sdh vaksin.",-5
2062,Temuan kasus omicron BA.4 dan BA. 5 terus bertambah.  https://t.co/VbnK64NXec,-3
2063,"@convomfs Jan : balik sby
Feb : omicron 
Mar : kemalingan
Apr : ultah
Mei : lebaran / kemalingan / ketemu wendy
Jun : ngide ngambis",1
2064,"@rajapeanutbuter 1. Ayam kremes
2. Pepes tahu dan omicron
3. Omlette
4. Apa obat?",-3
2065,"@convomfs Jan:kepilih jd siswa eligible
Feb:kena omicron + TO USK 1
Mar:TO USK 2 + ketolak SNM
Apr:USK + Uprak
Mei:US + graduation
Juni:SKL turun + bismillah lolos SBM aamiin",-3
2066,@chinpinite @ProfesorZubairi @DamarJuniarto Klo ga ada gejalanya ya berarti sehat. Masa semua orang sehat disuspek omicron?,8
2067,"GUA ULTAH KEMAREN AJA SAKIT 🙂 SAKIT PARAH BGT LEBIH PARAH SAKIT KEMAREN DRPD PS COVID ASLI DAH 🙂 mana di rumah berduaan doang ama adek, doi fokus kuliah terlebih gue sakit mana gue sakitnya kek takut kalo itu omicron kan jadi gua ga berani juga deket2 dia 🙂 https://t.co/fIySQMgOR3",-26
2068,Kasus harian Covid-19 di Indonesia resmi menjadi 1000 kasus pada Rabu kemarin.presiden Jokowi meminta kepada masyarakat untuk tetap waspada dan tetap memakai masker selama berada di luar ruangan.satgas Covid-19 tegaskan bahwa omicron varian baru BA.4 dan BA.5 sangat menular,-1
2069,"Kepala pusat kesehatan mabes TNI menyatakan bahwa virus omicron BA.4 dan BA.5 tidak begitu berbahaya jika dibandingkan dengan omicron varian Delta.meskipun demikian, beliau meminta masyarakat untuk tetap memakai masker selama berada di luar ruangan atau bekerja di kantor",14
2070,"@convomfs oh feb inget, bru ptm 100% buat yg kls 12, blom genap seminggu tiba tiba daring lagi gegara omicron naik",-6
2071,"@convomfs J : coba relasi
F: kena omicron
M : kena asam lambung yg bner² parah
A : puasa, adik pkl
M : date ke2, usaha bokap ada yg berusaha nutup in sampe hrs tutup, nugas
J : bonus diganti berlipat2 masha allah, beli batre laptop, soon hp baru amiin and soon mau sehat terus rezeki ngalir",12
2072,"@convomfs jan : my bday, jalan2 ke 4 kota
feb : kena omicron
mar : sembuh omicron
apr : ketemu banyak temen virtual
may : Allah bless me, Aamiin
jun : -gatau-",8
2073,@tersejun Ada varian omicron baru katanyaa,1
2074,"@convomfs jan : ptm 100%
feb : ????? omicron?
mar : my birthdayyy
apr : bukber all the time
may : awal mula sy stress berat n nangis slalu (gabisa dispill) worst month ever
jun : ppdb anjeng w ikutan mikirin duid,,,",-15
2075,Ada sub omicron di saat aku batuk pilek ga sembuh2 :)) nice,-4
